model,threshold,window,contemporaneous,mean_test_recall,std_test_recall,mean_test_precision,std_test_precision,mean_test_accuracy,std_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_test_roc_auc,std_test_roc_auc,mean_test_f1,std_test_f1,mean_test_f1_macro,std_test_f1_macro,mean_test_f1_micro,std_test_f1_micro,mean_test_f1_weighted,std_test_f1_weighted,mean_test_precision_macro,std_test_precision_macro,mean_test_precision_micro,std_test_precision_micro,mean_test_precision_weighted,std_test_precision_weighted,mean_test_recall_macro,std_test_recall_macro,mean_test_recall_micro,std_test_recall_micro,mean_test_recall_weighted,std_test_recall_weighted,sensitivity_0,sensitivity_1,model_name
RUSBoostClassifier,0.4,2,False,0.7459704245298554,0.0213099507001283,0.0988342079988379,0.0090267008704394,0.7852461746829225,0.0245076094284685,0.7662173577164082,0.0059271984460109,0.844026537705794,0.0085748552799199,0.174302080939352,0.0134895868410986,0.5253348333710894,0.0145960603193412,0.7852461746829225,0.0245076094284685,0.8552288196052368,0.0157709443266953,0.5444603103222748,0.0043513762828983,0.7852461746829225,0.0245076094284685,0.9632510422633548,0.0004306093139147,0.7662173577164082,0.0059271984460109,0.7852461746829225,0.0245076094284685,0.7852461746829225,0.0245076094284685,78.49,73.49,RUSBoostClassifier_91120c4b-7d39-4628-82f2-ffb0ec0a8765
RUSBoostClassifier,0.4,2,True,0.8021358232058755,0.040201604826129,0.1507036712199904,0.014615073910019,0.8557718353653158,0.020289556449085,0.8297854239603029,0.0117794016161117,0.9032125131068044,0.007799897120885,0.2530443912487686,0.0188892024861713,0.5865487966434142,0.0154888295935033,0.8557718353653158,0.020289556449085,0.8999698209165052,0.0123956947735159,0.5718103316784712,0.0068336497577706,0.8557718353653158,0.020289556449085,0.9675580131525444,0.0008756902531895,0.8297854239603029,0.0117794016161117,0.8557718353653158,0.020289556449085,0.8557718353653158,0.020289556449085,85.67,80.96,RUSBoostClassifier_f8f6ae54-83c3-4fa0-bf27-e7eacd40b8b0
RUSBoostClassifier,0.4,4,False,0.727682036950784,0.0425025645266726,0.0989198260177241,0.0122913352370279,0.818777151355271,0.0272098402526138,0.7744352564590546,0.0160331731796206,0.8519016449834685,0.0228155058862502,0.1736746628864201,0.0181634516084264,0.5358340453546285,0.0172817872749117,0.818777151355271,0.0272098402526138,0.8793299335979272,0.0167900047081911,0.5451216530708592,0.0060190675096365,0.818777151355271,0.0272098402526138,0.968329156474464,0.0011627708340407,0.7744352564590546,0.0160331731796206,0.818777151355271,0.0272098402526138,0.818777151355271,0.0272098402526138,82.32,74.66,RUSBoostClassifier_c00b20c5-3055-4bc0-b564-47962292b66d
RUSBoostClassifier,0.4,4,True,0.7891786989597888,0.0347220421570735,0.1463260440150358,0.0110792366487052,0.8748820843709908,0.0129118381807091,0.8331648386918472,0.0121561181103367,0.903011182837148,0.0146158640874111,0.2464580166274488,0.0141503732778702,0.589092992940906,0.0107573864500248,0.8748820843709908,0.0129118381807091,0.9140708125231516,0.007669240141738,0.5700100332892564,0.0052366597416399,0.8748820843709908,0.0129118381807091,0.9718604398960918,0.0008312685554627,0.8331648386918472,0.0121561181103367,0.8748820843709908,0.0129118381807091,0.8748820843709908,0.0129118381807091,87.07,82.19,RUSBoostClassifier_f3c6146c-a7f9-45d0-a8e3-1cb90ab1783c
RUSBoostClassifier,0.4,8,False,0.7261083743842365,0.0912879790021196,0.0704841831983575,0.0168589456702547,0.798843652456637,0.0342846006041098,0.7632127972296461,0.0550983010820239,0.8380551592936584,0.0502614914338469,0.1281734697818886,0.028773650051628,0.5070753896424114,0.0246576058601411,0.798843652456637,0.0342846006041098,0.87104614542983,0.0213822498391705,0.5317934168766201,0.0094045091853389,0.798843652456637,0.0342846006041098,0.974924928196224,0.0028444869975691,0.7632127972296461,0.0550983010820239,0.798843652456637,0.0342846006041098,0.798843652456637,0.0342846006041098,79.8,79.55,RUSBoostClassifier_6e18a80c-951c-4441-bb26-991b90a45323
RUSBoostClassifier,0.4,8,True,0.7746305418719212,0.0578896336765422,0.1182420421496396,0.0216833425284153,0.8786132491979968,0.0194220664843093,0.8276639327357167,0.0336300123570159,0.8930144345694068,0.0426099759329499,0.2046685921721437,0.0336114242303276,0.5694363359111256,0.0220861665101764,0.8786132491979968,0.0194220664843093,0.9198291044887584,0.0116935067450004,0.5565571673566091,0.0113383495997696,0.8786132491979968,0.0194220664843093,0.9775986698477532,0.0017325171799503,0.8276639327357167,0.0336300123570159,0.8786132491979968,0.0194220664843093,0.8786132491979968,0.0194220664843093,88.9,79.55,RUSBoostClassifier_699abdde-00ef-409f-ba79-69ded3c30ffb
RUSBoostClassifier,0.4,12,False,0.6651515151515152,0.123128785781273,0.1183344586448034,0.0585595840132716,0.8735714285714286,0.0464477982167473,0.7715287976087305,0.0620017555569722,0.8158706923851413,0.0878760646385363,0.1962381357596668,0.0835114466047984,0.5635470620551812,0.0534174344267276,0.8735714285714286,0.0464477982167473,0.915946705193424,0.0272782151288681,0.5552673626225177,0.0298387834251805,0.8735714285714286,0.0464477982167473,0.9744552840842295,0.0029270634239576,0.7715287976087305,0.0620017555569722,0.8735714285714286,0.0464477982167473,0.8735714285714286,0.0464477982167472,88.71,40.0,RUSBoostClassifier_0cc0210f-a3ca-4ec2-86de-d43ef8801528
RUSBoostClassifier,0.4,12,True,0.803030303030303,0.1858146632334047,0.1318771079218452,0.0331356262609808,0.8871428571428572,0.0165369098611288,0.8459223683526662,0.0891260247775496,0.8940443912017143,0.0652733138620206,0.2255801653841108,0.0534948555744929,0.5823126774911902,0.0289609295202626,0.8871428571428572,0.0165369098611288,0.9245564087166986,0.0094234424969836,0.5637217527052789,0.0179811864054072,0.8871428571428572,0.0165369098611288,0.9780073854836616,0.0040714445843923,0.8459223683526662,0.0891260247775496,0.8871428571428572,0.0165369098611288,0.8871428571428572,0.0165369098611288,90.74,60.0,RUSBoostClassifier_0a0d4ab5-df37-4ec8-a5e9-55f1b83413f3
RUSBoostClassifier,0.4,14,False,0.6666666666666666,0.1397197371106588,0.1096746267798899,0.0400141813421542,0.8719298245614034,0.028037594886254,0.7715186869685584,0.0682616427172135,0.8317837943737688,0.0939376933446999,0.1864900558378819,0.0598667893013172,0.5583931651016151,0.0362767243013477,0.8719298245614034,0.028037594886254,0.9146380817853746,0.0163960121429696,0.5507894649485435,0.0208581509242632,0.8719298245614034,0.028037594886254,0.9733240375138464,0.0039050369876292,0.7715186869685584,0.0682616427172135,0.8719298245614034,0.028037594886254,0.8719298245614034,0.028037594886254,87.85,25.0,RUSBoostClassifier_7c4e88aa-dbe7-433f-861a-109049db5029
RUSBoostClassifier,0.4,14,True,0.7888888888888889,0.193728841935141,0.1592570022266494,0.0450301993321634,0.9050742433974384,0.0172096084452904,0.8482754377870061,0.0947779626685973,0.8865148602230863,0.0819712891656382,0.2625719709769855,0.0658724793973251,0.6058888224570441,0.0365808393445474,0.9050742433974384,0.0172096084452904,0.9347485008992112,0.0098924769261663,0.5771210912123834,0.0236096693126275,0.9050742433974384,0.0172096084452904,0.9773872133645446,0.0051876123313168,0.8482754377870061,0.0947779626685973,0.9050742433974384,0.0172096084452904,0.9050742433974384,0.0172096084452904,89.27,75.0,RUSBoostClassifier_45d8164c-96ac-4e26-b303-f996ed19ef72
balancedBaggingClassifier,0.1,2,False,0.6721385059313882,0.0186625810937191,0.4359855026076425,0.0108913753366036,0.677583945948395,0.00911489340392,0.6758643110340399,0.0112041141374297,0.7357919671321498,0.0123849329131687,0.5288582291977345,0.0129840817470735,0.6418887752405047,0.0098135817614306,0.677583945948395,0.00911489340392,0.6940543809124528,0.0085561761669118,0.642545718952832,0.0090818206239376,0.677583945948395,0.00911489340392,0.7378768405017713,0.008403765701875,0.6758643110340399,0.0112041141374297,0.677583945948395,0.00911489340392,0.677583945948395,0.00911489340392,69.23,70.39,BalancedBaggingClassifier_5055f694-b0c6-4dcd-8ae9-f74e9ee6a80f
balancedBaggingClassifier,0.1,2,True,0.713562039115101,0.0194585925905119,0.4870390394144251,0.0090972774747825,0.7205552566664362,0.0071173977081249,0.7183468967001154,0.010400654736547,0.7893086046099733,0.0117277794580934,0.578891388977595,0.0121269878409071,0.6848872241327786,0.0084239350578452,0.7205552566664362,0.0071173977081249,0.7338061500854668,0.0068463057557349,0.6798694647211151,0.0080932308628626,0.7205552566664362,0.0071173977081249,0.7688640155221016,0.0078238969468038,0.7183468967001154,0.010400654736547,0.7205552566664362,0.0071173977081249,0.7205552566664362,0.0071173977081249,75.45,75.72,BalancedBaggingClassifier_3840388f-ad37-492a-bcd6-3f95203fb6bd
balancedBaggingClassifier,0.1,4,False,0.6690156356642055,0.0171603786046807,0.4266697940277307,0.0061357593999358,0.6837390656324542,0.0057862818426364,0.6789247616563593,0.0063036822493619,0.7412928721128529,0.0093244248033832,0.520943572136191,0.0072571382347808,0.6424232864900254,0.0051584876146776,0.6837390656324542,0.0057862818426364,0.7014440778390215,0.0050756111681728,0.6420876629226756,0.0046942805277981,0.6837390656324542,0.0057862818426364,0.7467482348050581,0.004696503637547,0.6789247616563593,0.0063036822493619,0.6837390656324542,0.0057862818426364,0.6837390656324542,0.0057862818426364,73.65,70.82,BalancedBaggingClassifier_bb0d3d67-1e4b-470a-a071-3e7848848752
balancedBaggingClassifier,0.1,4,True,0.7114659986349816,0.0177235170799041,0.4790931728585675,0.0141191007342241,0.7267582450709217,0.0109982613979036,0.7217578434842548,0.0111686804717855,0.785614944385751,0.010435792680934,0.57248852329357,0.013634055847722,0.6858308860060699,0.0110078730941226,0.7267582450709217,0.0109982613979036,0.7408982931020722,0.0099871637126992,0.679545951066701,0.0097027161782103,0.7267582450709217,0.0109982613979036,0.7769358815470838,0.0079707658627644,0.7217578434842548,0.0111686804717855,0.7267582450709217,0.0109982613979036,0.7267582450709217,0.0109982613979036,76.53,73.48,BalancedBaggingClassifier_b44a0faf-5973-4729-b963-b4c8fe3e9f2e
balancedBaggingClassifier,0.1,8,False,0.6875698402844403,0.0205152871471676,0.425398712009935,0.0081356726065198,0.6759177678469163,0.0072517461479039,0.6796846462034029,0.0097014986440109,0.7335928054510422,0.0101292744487598,0.5255322055483751,0.0107905884872681,0.6397020504741978,0.0076548825453909,0.6759177678469163,0.0072517461479039,0.6942529228653014,0.0067127260179493,0.642169529333849,0.0073654671990125,0.6759177678469163,0.0072517461479039,0.7457430154080144,0.0073815899203197,0.6796846462034029,0.0097014986440109,0.6759177678469163,0.0072517461479039,0.6759177678469163,0.0072517461479039,66.77,73.25,BalancedBaggingClassifier_c3afb29c-97fe-4bfe-87bf-297a607eb122
balancedBaggingClassifier,0.1,8,True,0.6699997178170325,0.0269173740996067,0.509005079920122,0.0163940656911771,0.7448659766824741,0.0108311307850469,0.7206560348635586,0.0128225985887555,0.7889093925904511,0.0120132714006659,0.5782356597488711,0.0163454299401738,0.6976406314766445,0.0116106252026638,0.7448659766824741,0.0108311307850469,0.7546956765330967,0.0098639809396159,0.6888989885218287,0.0109531377915119,0.7448659766824741,0.0108311307850469,0.7748532598287103,0.009153763918795,0.7206560348635586,0.0128225985887555,0.7448659766824741,0.0108311307850469,0.7448659766824741,0.0108311307850469,78.54,70.86,BalancedBaggingClassifier_1b2a7fc6-5e49-4157-a4e5-14635bf1e57e
balancedBaggingClassifier,0.1,12,False,0.7158220864103217,0.0174890865258159,0.4416018566657326,0.0223044924240666,0.6732142857142857,0.0231730402821547,0.6864921545448929,0.0184110349168779,0.7325079499449247,0.0261089371439316,0.5459281447449064,0.0197526561195914,0.6452370021149074,0.0208336168794666,0.6732142857142857,0.0231730402821547,0.690133456212955,0.0215608099263732,0.6505625472570419,0.0155582414227398,0.6732142857142857,0.0231730402821547,0.7450462509198006,0.0129521386475903,0.6864921545448929,0.0184110349168779,0.6732142857142857,0.0231730402821547,0.6732142857142857,0.0231730402821547,65.79,71.6,BalancedBaggingClassifier_1b2c0ba1-ef06-4709-bd59-f93f83480b1f
balancedBaggingClassifier,0.1,12,True,0.7158220864103217,0.015411630916562,0.5251254443555483,0.0177584588167279,0.7442857142857143,0.012545834335893,0.735436127626797,0.0081327155655618,0.7952932676925722,0.0094743428798273,0.6054870168026742,0.0106713199700426,0.7081157992871725,0.0107865361012091,0.7442857142857143,0.012545834335893,0.7545141238672128,0.0110498153366375,0.7004078413922666,0.0092941984767705,0.7442857142857143,0.012545834335893,0.7796672839537213,0.0063337657072915,0.735436127626797,0.0081327155655618,0.7442857142857143,0.012545834335893,0.7442857142857143,0.012545834335893,78.2,71.01,BalancedBaggingClassifier_e752f480-b4fc-4314-a354-19ef9d329ca2
balancedBaggingClassifier,0.1,14,False,0.6621743036837376,0.0333676803980206,0.4290835018432216,0.0339481384251356,0.6745330663341772,0.0339764811989296,0.6705466871170103,0.0236316488125724,0.721540570391688,0.0293321168729314,0.519510054639311,0.0264135060846924,0.6363509531871466,0.0283372324552429,0.6745330663341772,0.0339764811989296,0.69135028072305,0.0303594623512111,0.6385034327638216,0.0215333127332648,0.6745330663341772,0.0339764811989296,0.7370442596443191,0.0165076280315198,0.6705466871170103,0.0236316488125724,0.6745330663341772,0.0339764811989296,0.6745330663341772,0.0339764811989296,66.31,78.74,BalancedBaggingClassifier_6b01bcf1-8b0a-4c87-b354-486b5694e401
balancedBaggingClassifier,0.1,14,True,0.7742318059299191,0.0475801227609034,0.4650622607021275,0.018779496777772,0.7041598972305134,0.0174309350022123,0.7265953082667502,0.0216999853761072,0.7764586988668425,0.033115594203385,0.5805683922939783,0.0229643154124993,0.6758997116420231,0.01746450101765,0.7041598972305134,0.0174309350022123,0.7207596478440553,0.0161336455545207,0.6793550044495825,0.0164267414330928,0.7041598972305134,0.0174309350022123,0.7802094761301712,0.0172640688567857,0.7265953082667502,0.0216999853761072,0.7041598972305134,0.0174309350022123,0.7041598972305134,0.0174309350022123,72.51,81.89,BalancedBaggingClassifier_c0b04a1a-dbeb-4671-b987-4407652a473b
balancedBaggingClassifier,0.2,2,False,0.7507256097560976,0.0244044667422797,0.2053723447927131,0.0079951639695269,0.7203829773091991,0.0159199756577046,0.7340815411564499,0.0079639175682947,0.8028092410560597,0.0076725473791381,0.3223158727367931,0.0090308510140971,0.5730218912040373,0.0100798804257765,0.7203829773091991,0.0159199756577046,0.7793799039372664,0.0116701562499743,0.5864027697783227,0.0039554143289866,0.7203829773091991,0.0159199756577046,0.900031225798244,0.0022615804733975,0.7340815411564499,0.0079639175682947,0.7203829773091991,0.0159199756577046,0.7203829773091991,0.0159199756577046,72.43,74.32,BalancedBaggingClassifier_6fa75f8a-557c-48ce-8b56-04e999206a1c
balancedBaggingClassifier,0.2,2,True,0.7868311737804878,0.0386062684141734,0.2640835364701163,0.0074776564117592,0.7867306594066914,0.0125345476468062,0.7867751374459955,0.0115715053927815,0.8604197448726936,0.0081899038787206,0.3950418497364604,0.005822319737787,0.6327459092840415,0.006579951162283,0.7867306594066914,0.0125345476468062,0.8284019308782702,0.0085406803465346,0.6192816285165341,0.0027401084102629,0.7867306594066914,0.0125345476468062,0.9116472809090244,0.0031273884130511,0.7867751374459955,0.0115715053927815,0.7867306594066914,0.0125345476468062,0.7867306594066914,0.0125345476468062,79.17,77.9,BalancedBaggingClassifier_c54cee92-d560-44ac-b786-349bed41e2da
balancedBaggingClassifier,0.2,4,False,0.7614942528735632,0.0243151675877082,0.1867878079311143,0.0050945452624972,0.719830291725317,0.0090695674089412,0.7388804983378596,0.0102979658693792,0.8091155535131472,0.0096990448794412,0.2999324190953502,0.007395352996816,0.5623810143090654,0.0062016494935481,0.719830291725317,0.0090695674089412,0.7834710360150611,0.0065968221781205,0.5795589237922346,0.0033239365389312,0.719830291725317,0.0090695674089412,0.9104343270597416,0.0025550269232115,0.7388804983378596,0.0102979658693792,0.719830291725317,0.0090695674089412,0.719830291725317,0.0090695674089412,72.81,77.71,BalancedBaggingClassifier_6fef536d-b3a8-46d3-a4ed-9834d91bffb5
balancedBaggingClassifier,0.2,4,True,0.803448275862069,0.0254176372270068,0.2345812263294526,0.0059164192257723,0.7777932879552979,0.0079284166449697,0.789523681352733,0.0102165051574749,0.8646925483185148,0.0132948037766229,0.3630405347927948,0.007811757808656,0.6142159661332633,0.0059170773754634,0.7777932879552979,0.0079284166449697,0.825809324972718,0.0055254709697154,0.6066950657194135,0.0033997539224624,0.7777932879552979,0.0079284166449697,0.9201685166692632,0.002419052281491,0.789523681352733,0.0102165051574749,0.7777932879552979,0.0079284166449697,0.7777932879552979,0.0079284166449697,78.47,80.74,BalancedBaggingClassifier_f1df686b-4010-44d9-a9f6-0216b60cb8c6
balancedBaggingClassifier,0.2,8,False,0.7507326007326007,0.0569937062115905,0.1756569752054392,0.0184066056694453,0.7240647146524267,0.0309853239966755,0.7363476487434649,0.0286917400784697,0.8020896255944898,0.0318700663417174,0.2841576818124524,0.0253074230939366,0.5564385447781612,0.0226377222848946,0.7240647146524267,0.0309853239966755,0.7892866443698006,0.0223243328798403,0.5747425625396648,0.0108774038223175,0.7240647146524267,0.0309853239966755,0.9160247288033416,0.0059063619159938,0.7363476487434649,0.0286917400784697,0.7240647146524267,0.0309853239966755,0.7240647146524267,0.0309853239966755,72.21,73.94,BalancedBaggingClassifier_2dd2ca32-258d-4cd8-a71e-8b24e6d4a8a2
balancedBaggingClassifier,0.2,8,True,0.7393223443223442,0.0457928055587019,0.2633793152444103,0.025154515799082,0.8290828048406051,0.0217854742982191,0.7877013598513024,0.0167734601141224,0.8550872948035293,0.0198914958728732,0.3870432363363825,0.024784238858481,0.6437877159697727,0.0188753415940151,0.8290828048406051,0.0217854742982191,0.8633488511213054,0.0146386294080388,0.6198524347192981,0.0122067953295229,0.8290828048406051,0.0217854742982191,0.9246954169342524,0.003128224134528,0.7877013598513024,0.0167734601141224,0.8290828048406051,0.0217854742982191,0.8290828048406051,0.0217854742982191,84.21,68.31,BalancedBaggingClassifier_ac4932bb-ea97-411d-b877-d0a5cc2898b5
balancedBaggingClassifier,0.2,12,False,0.7130487804878047,0.1054801209664445,0.25022805883487,0.0479110787711285,0.8225,0.0233812675761898,0.7720075679525136,0.0584674939480113,0.8317134869336688,0.0332762733311304,0.369939930421559,0.0650881626727914,0.6332889957007415,0.0390790228051399,0.8225,0.0233812675761898,0.8584948428440391,0.0172506991282014,0.6120146444372976,0.0282759357932519,0.8225,0.0233812675761898,0.9213689682803338,0.0113096435317804,0.7720075679525136,0.0584674939480113,0.8225,0.0233812675761898,0.8225,0.0233812675761898,85.41,55.81,BalancedBaggingClassifier_3c4a75f6-5a7d-4ae8-bd92-a05b42101620
balancedBaggingClassifier,0.2,12,True,0.8274390243902439,0.0627071225960119,0.253449579991624,0.0322075294263799,0.8089285714285713,0.0218995853096512,0.8174582108760171,0.0370030343411377,0.8827445479381983,0.019732773295557,0.3875130419551128,0.0425473835193252,0.6371233697017982,0.0278984267346472,0.8089285714285713,0.0218995853096512,0.8505514125425169,0.0157067528241171,0.6184991247601989,0.0184947166442845,0.8089285714285713,0.0218995853096512,0.9306280491486436,0.0074086475396006,0.8174582108760171,0.0370030343411377,0.8089285714285713,0.0218995853096512,0.8089285714285713,0.0218995853096512,83.74,65.12,BalancedBaggingClassifier_0ba4a85d-e89f-4b57-a41f-26a8165fea63
balancedBaggingClassifier,0.2,14,False,0.7316239316239315,0.1197720255569799,0.1684924581614642,0.0296642961946061,0.7373244669462602,0.02878575483391,0.7346893098110383,0.0624686016374883,0.7850026233318991,0.0532142055697934,0.2734898718594371,0.0463112634197305,0.5564589054111702,0.0307836657837122,0.7373244669462602,0.02878575483391,0.8013395394676378,0.020733769358854,0.5714823939815845,0.0198660690681046,0.7373244669462602,0.02878575483391,0.920232693411211,0.0122853449466317,0.7346893098110383,0.0624686016374883,0.7373244669462602,0.02878575483391,0.7373244669462602,0.02878575483391,69.6,85.71,BalancedBaggingClassifier_11488c85-507e-4086-8191-b800c294c9c8
balancedBaggingClassifier,0.2,14,True,0.7153846153846153,0.1023993612044912,0.2534321674834891,0.0251019240553964,0.8397790959811589,0.0048663901889621,0.7820314955890122,0.0493460725553938,0.831304325037841,0.0424442090390603,0.3740598813032271,0.0407113562288142,0.6410798038815357,0.0212134343941207,0.8397790959811589,0.0048663901889621,0.8721884676581805,0.0041744113584132,0.6149987451466791,0.0163488451954931,0.8397790959811589,0.0048663901889621,0.927912675944374,0.0085484085829386,0.7820314955890122,0.0493460725553938,0.8397790959811589,0.0048663901889621,0.8397790959811589,0.0048663901889621,84.28,76.19,BalancedBaggingClassifier_1113857f-288b-4dca-844d-f22f0547d542
balancedBaggingClassifier,0.4,2,False,0.7758011395448408,0.0101874006064614,0.0920287981123318,0.0056273114767665,0.7618178825376689,0.0160138262155658,0.7685922566273907,0.008628728002734,0.8420862319149057,0.0099059659939723,0.1644768634992288,0.008974476950517,0.5127514239249432,0.0097586115729703,0.7618178825376689,0.0160138262155658,0.8400533061304504,0.0105990939082459,0.541484112898026,0.0029075096981963,0.7618178825376689,0.0160138262155658,0.9638736011665852,0.0005095562445085,0.7685922566273907,0.008628728002734,0.7618178825376689,0.0160138262155658,0.7618178825376689,0.0160138262155658,76.5,74.46,BalancedBaggingClassifier_eeea845a-705c-475d-adeb-93714dfb7702
balancedBaggingClassifier,0.4,2,True,0.8331176102493165,0.0259796883994072,0.139326221286094,0.0075887291414076,0.8393357721691939,0.0123388389775944,0.8363226934656337,0.0100883941029109,0.903348894597592,0.0053384634798282,0.2385743224011584,0.0108478415184824,0.5743597232686614,0.0090488151913619,0.8393357721691939,0.0123388389775944,0.8899245201932896,0.0076670590046171,0.5666013202854139,0.0036961563969416,0.8393357721691939,0.0123388389775944,0.9681462427165516,0.0007964748696419,0.8363226934656337,0.0100883941029109,0.8393357721691939,0.0123388389775944,0.8393357721691939,0.0123388389775944,84.2,82.17,BalancedBaggingClassifier_5b2d716b-b59d-4790-b6bc-e4c4afc0c7c3
balancedBaggingClassifier,0.4,4,False,0.771634839310666,0.0395552052901806,0.0840463062969603,0.0084861475479799,0.7757570696059034,0.0197928495342013,0.7737514429595418,0.0238983235621212,0.8496632976678876,0.0223124753157705,0.1514962035776884,0.0142813285704887,0.5110901941749091,0.0131939453357837,0.7757570696059034,0.0197928495342013,0.8521529233095576,0.0128804865692489,0.5381540802964164,0.0047691233326246,0.7757570696059034,0.0197928495342013,0.9688599778010636,0.0015842337026547,0.7737514429595418,0.0238983235621212,0.7757570696059034,0.0197928495342013,0.7757570696059034,0.0197928495342013,78.36,76.71,BalancedBaggingClassifier_e1f84508-5241-449f-9d2b-6b5de88ed920
balancedBaggingClassifier,0.4,4,True,0.8366092221704704,0.0222808207027876,0.1175263031020103,0.0057461745773043,0.8334473731268845,0.010447596798694,0.8349870517251269,0.0099163139432832,0.9027032387851388,0.0144752798153079,0.2060249658962067,0.0088244274659313,0.5564784779450933,0.0074628506487546,0.8334473731268845,0.010447596798694,0.8888717968812484,0.0064854587083131,0.5561848293142864,0.0028943849446517,0.8334473731268845,0.010447596798694,0.9722377782990284,0.0007466652831247,0.8349870517251269,0.0099163139432832,0.8334473731268845,0.010447596798694,0.8334473731268845,0.010447596798694,84.21,85.62,BalancedBaggingClassifier_8511f84f-ddbf-441b-bf33-c58423180657
balancedBaggingClassifier,0.4,8,False,0.8100985221674877,0.1190254211794361,0.0628981162700685,0.0136234457323889,0.7530607982397799,0.0339596751648142,0.7810072026467809,0.0671559637019479,0.8400463336595294,0.0458257225812998,0.1166049493259018,0.0244159469705149,0.4863562182389913,0.0223438979164697,0.7530607982397799,0.0339596751648142,0.8415391821832621,0.0223300187977574,0.5288983817675921,0.0082257722227544,0.7530607982397799,0.0339596751648142,0.9765370943987634,0.0034779544147267,0.7810072026467809,0.0671559637019479,0.7530607982397799,0.0339596751648142,0.7530607982397799,0.0339596751648142,74.27,79.55,BalancedBaggingClassifier_ca15870a-bf4d-4738-88d0-7b080fabe7c3
balancedBaggingClassifier,0.4,8,True,0.8455665024630541,0.0555668518313441,0.0864021530973749,0.0158120334345461,0.8154921118309542,0.0319085739143009,0.8302304154201934,0.0357566447101606,0.8885261341994564,0.0346119452031074,0.1564586243831756,0.0264988328901894,0.5262912162160583,0.0228352855575801,0.8154921118309542,0.0319085739143009,0.8815503418927595,0.0199038059453627,0.5412885904742589,0.008370984167449,0.8154921118309542,0.0319085739143009,0.978250306219836,0.0018018554056179,0.8302304154201934,0.0357566447101606,0.8154921118309542,0.0319085739143009,0.8154921118309542,0.0319085739143009,83.44,86.36,BalancedBaggingClassifier_f07ed94d-63b7-4817-94bc-6944cefb203a
balancedBaggingClassifier,0.4,12,False,0.7545454545454546,0.1024941486381076,0.070745483078766,0.0077168143887525,0.7928571428571429,0.0207327503909999,0.7740940879417606,0.0479428840424919,0.8221824261521522,0.0470016769279571,0.1292826519345605,0.0139985868719147,0.505778848459378,0.0107283236915765,0.7928571428571429,0.0207327503909999,0.8669512013818386,0.0135222802745568,0.5321905806164253,0.0049705861977983,0.7928571428571429,0.0207327503909999,0.9748465499269696,0.0029606385032118,0.7740940879417606,0.0479428840424919,0.7928571428571429,0.0207327503909999,0.7928571428571429,0.0207327503909999,83.36,80.0,BalancedBaggingClassifier_28eee5cd-f677-4671-9832-f1c2487d87fa
balancedBaggingClassifier,0.4,12,True,0.803030303030303,0.1858146632334047,0.1323287823287823,0.0378881916329968,0.8860714285714286,0.0200573158315699,0.8453775822119726,0.0896775080791451,0.8815613506127447,0.0514380169158054,0.2258372962946734,0.059666331914715,0.5821168440855045,0.0332990494196663,0.8860714285714286,0.0200573158315699,0.923930722204133,0.0114905547371929,0.5639430698089294,0.0202445540221346,0.8860714285714286,0.0200573158315699,0.9780125420152228,0.0040871526130304,0.8453775822119726,0.0896775080791451,0.8860714285714286,0.0200573158315699,0.8860714285714286,0.0200573158315699,89.87,60.0,BalancedBaggingClassifier_010ecd9c-72e0-45b0-bef0-a173218e396c
balancedBaggingClassifier,0.4,14,False,0.8111111111111111,0.1183737541814584,0.0719141320199453,0.006225341607558,0.7749738668278737,0.0275564999970341,0.7926744007206732,0.0466379329441618,0.8646394253656464,0.0478700463420116,0.1318751694421748,0.0108772976199899,0.5011418376268539,0.0113226533518273,0.7749738668278737,0.0275564999970341,0.8548313681576707,0.0176413533868264,0.5333795258161496,0.0036836366613569,0.7749738668278737,0.0275564999970341,0.9753823322309614,0.003653302822858,0.7926744007206732,0.0466379329441618,0.7749738668278737,0.0275564999970341,0.7749738668278737,0.0275564999970341,76.72,50.0,BalancedBaggingClassifier_7862aa8b-0280-4f99-b016-5c1c33be8ae8
balancedBaggingClassifier,0.4,14,True,0.836111111111111,0.1611111111111111,0.1604400687194396,0.0489968325963792,0.9000541554892255,0.0199149591944689,0.868808966668864,0.0810303577508977,0.8951094833710516,0.053896172027684,0.2669039993430237,0.0708894023604145,0.6066029387251725,0.040369728923814,0.9000541554892255,0.0199149591944689,0.9320002832421485,0.0117556716962656,0.5782446792317908,0.0254758207297718,0.9000541554892255,0.0199149591944689,0.9784546763377484,0.004667416401865,0.868808966668864,0.0810303577508977,0.9000541554892255,0.0199149591944689,0.9000541554892255,0.0199149591944689,89.47,50.0,BalancedBaggingClassifier_0d5190cd-6107-4e39-96ad-bd05fe649956
